DateID,Date,Year,Month,Day,Quarter,WeekOfYear,DayOfWeek,DayName,MonthName,IsWeekend,IsMonthStart,IsMonthEnd,IsQuarterStart,IsQuarterEnd,IsYearStart,IsYearEnd
632,2015-03-02,2015,3,2,1,10,1,Monday,March,0,0,0,0,0,0,0
633,2015-03-03,2015,3,3,1,10,2,Tuesday,March,0,0,0,0,0,0,0
634,2015-03-04,2015,3,4,1,10,3,Wednesday,March,0,0,0,0,0,0,0
635,2015-03-05,2015,3,5,1,10,4,Thursday,March,0,0,0,0,0,0,0
636,2015-03-06,2015,3,6,1,10,5,Friday,March,0,0,0,0,0,0,0
637,2015-03-07,2015,3,7,1,10,6,Saturday,March,1,0,0,0,0,0,0
638,2015-03-08,2015,3,8,1,10,7,Sunday,March,1,0,0,0,0,0,0
639,2015-03-09,2015,3,9,1,11,1,Monday,March,0,0,0,0,0,0,0
640,2015-03-10,2015,3,10,1,11,2,Tuesday,March,0,0,0,0,0,0,0
641,2015-03-11,2015,3,11,1,11,3,Wednesday,March,0,0,0,0,0,0,0
642,2015-03-12,2015,3,12,1,11,4,Thursday,March,0,0,0,0,0,0,0
643,2015-03-13,2015,3,13,1,11,5,Friday,March,0,0,0,0,0,0,0
644,2015-03-14,2015,3,14,1,11,6,Saturday,March,1,0,0,0,0,0,0
645,2015-03-15,2015,3,15,1,11,7,Sunday,March,1,0,0,0,0,0,0
646,2015-03-16,2015,3,16,1,12,1,Monday,March,0,0,0,0,0,0,0
647,2015-03-17,2015,3,17,1,12,2,Tuesday,March,0,0,0,0,0,0,0
648,2015-03-18,2015,3,18,1,12,3,Wednesday,March,0,0,0,0,0,0,0
649,2015-03-19,2015,3,19,1,12,4,Thursday,March,0,0,0,0,0,0,0
650,2015-03-20,2015,3,20,1,12,5,Friday,March,0,0,0,0,0,0,0
651,2015-03-21,2015,3,21,1,12,6,Saturday,March,1,0,0,0,0,0,0
652,2015-03-22,2015,3,22,1,12,7,Sunday,March,1,0,0,0,0,0,0
653,2015-03-23,2015,3,23,1,13,1,Monday,March,0,0,0,0,0,0,0
654,2015-03-24,2015,3,24,1,13,2,Tuesday,March,0,0,0,0,0,0,0
655,2015-03-25,2015,3,25,1,13,3,Wednesday,March,0,0,0,0,0,0,0
656,2015-03-26,2015,3,26,1,13,4,Thursday,March,0,0,0,0,0,0,0
657,2015-03-27,2015,3,27,1,13,5,Friday,March,0,0,0,0,0,0,0
658,2015-03-28,2015,3,28,1,13,6,Saturday,March,1,0,0,0,0,0,0
659,2015-03-29,2015,3,29,1,13,7,Sunday,March,1,0,0,0,0,0,0
660,2015-03-30,2015,3,30,1,14,1,Monday,March,0,0,0,0,0,0,0
661,2015-03-31,2015,3,31,1,14,2,Tuesday,March,0,0,1,0,1,0,0
662,2015-04-01,2015,4,1,2,14,3,Wednesday,April,0,1,0,1,0,0,0
663,2015-04-02,2015,4,2,2,14,4,Thursday,April,0,0,0,0,0,0,0
664,2015-04-03,2015,4,3,2,14,5,Friday,April,0,0,0,0,0,0,0
665,2015-04-04,2015,4,4,2,14,6,Saturday,April,1,0,0,0,0,0,0
666,2015-04-05,2015,4,5,2,14,7,Sunday,April,1,0,0,0,0,0,0
667,2015-04-06,2015,4,6,2,15,1,Monday,April,0,0,0,0,0,0,0
668,2015-04-07,2015,4,7,2,15,2,Tuesday,April,0,0,0,0,0,0,0
669,2015-04-08,2015,4,8,2,15,3,Wednesday,April,0,0,0,0,0,0,0
670,2015-04-09,2015,4,9,2,15,4,Thursday,April,0,0,0,0,0,0,0
671,2015-04-10,2015,4,10,2,15,5,Friday,April,0,0,0,0,0,0,0
672,2015-04-11,2015,4,11,2,15,6,Saturday,April,1,0,0,0,0,0,0
673,2015-04-12,2015,4,12,2,15,7,Sunday,April,1,0,0,0,0,0,0
674,2015-04-13,2015,4,13,2,16,1,Monday,April,0,0,0,0,0,0,0
675,2015-04-14,2015,4,14,2,16,2,Tuesday,April,0,0,0,0,0,0,0
676,2015-04-15,2015,4,15,2,16,3,Wednesday,April,0,0,0,0,0,0,0
677,2015-04-16,2015,4,16,2,16,4,Thursday,April,0,0,0,0,0,0,0
678,2015-04-17,2015,4,17,2,16,5,Friday,April,0,0,0,0,0,0,0
679,2015-04-18,2015,4,18,2,16,6,Saturday,April,1,0,0,0,0,0,0
680,2015-04-19,2015,4,19,2,16,7,Sunday,April,1,0,0,0,0,0,0
681,2015-04-20,2015,4,20,2,17,1,Monday,April,0,0,0,0,0,0,0
682,2015-04-21,2015,4,21,2,17,2,Tuesday,April,0,0,0,0,0,0,0
683,2015-04-22,2015,4,22,2,17,3,Wednesday,April,0,0,0,0,0,0,0
684,2015-04-23,2015,4,23,2,17,4,Thursday,April,0,0,0,0,0,0,0
685,2015-04-24,2015,4,24,2,17,5,Friday,April,0,0,0,0,0,0,0
686,2015-04-25,2015,4,25,2,17,6,Saturday,April,1,0,0,0,0,0,0
687,2015-04-26,2015,4,26,2,17,7,Sunday,April,1,0,0,0,0,0,0
688,2015-04-27,2015,4,27,2,18,1,Monday,April,0,0,0,0,0,0,0
689,2015-04-28,2015,4,28,2,18,2,Tuesday,April,0,0,0,0,0,0,0
690,2015-04-29,2015,4,29,2,18,3,Wednesday,April,0,0,0,0,0,0,0
691,2015-04-30,2015,4,30,2,18,4,Thursday,April,0,0,1,0,0,0,0
692,2015-05-01,2015,5,1,2,18,5,Friday,May,0,1,0,0,0,0,0
693,2015-05-02,2015,5,2,2,18,6,Saturday,May,1,0,0,0,0,0,0
694,2015-05-03,2015,5,3,2,18,7,Sunday,May,1,0,0,0,0,0,0
695,2015-05-04,2015,5,4,2,19,1,Monday,May,0,0,0,0,0,0,0
696,2015-05-05,2015,5,5,2,19,2,Tuesday,May,0,0,0,0,0,0,0
697,2015-05-06,2015,5,6,2,19,3,Wednesday,May,0,0,0,0,0,0,0
698,2015-05-07,2015,5,7,2,19,4,Thursday,May,0,0,0,0,0,0,0
699,2015-05-08,2015,5,8,2,19,5,Friday,May,0,0,0,0,0,0,0
700,2015-05-09,2015,5,9,2,19,6,Saturday,May,1,0,0,0,0,0,0
701,2015-05-10,2015,5,10,2,19,7,Sunday,May,1,0,0,0,0,0,0
702,2015-05-11,2015,5,11,2,20,1,Monday,May,0,0,0,0,0,0,0
703,2015-05-12,2015,5,12,2,20,2,Tuesday,May,0,0,0,0,0,0,0
704,2015-05-13,2015,5,13,2,20,3,Wednesday,May,0,0,0,0,0,0,0
705,2015-05-14,2015,5,14,2,20,4,Thursday,May,0,0,0,0,0,0,0
706,2015-05-15,2015,5,15,2,20,5,Friday,May,0,0,0,0,0,0,0
707,2015-05-16,2015,5,16,2,20,6,Saturday,May,1,0,0,0,0,0,0
708,2015-05-17,2015,5,17,2,20,7,Sunday,May,1,0,0,0,0,0,0
709,2015-05-18,2015,5,18,2,21,1,Monday,May,0,0,0,0,0,0,0
710,2015-05-19,2015,5,19,2,21,2,Tuesday,May,0,0,0,0,0,0,0
711,2015-05-20,2015,5,20,2,21,3,Wednesday,May,0,0,0,0,0,0,0
712,2015-05-21,2015,5,21,2,21,4,Thursday,May,0,0,0,0,0,0,0
713,2015-05-22,2015,5,22,2,21,5,Friday,May,0,0,0,0,0,0,0
714,2015-05-23,2015,5,23,2,21,6,Saturday,May,1,0,0,0,0,0,0
715,2015-05-24,2015,5,24,2,21,7,Sunday,May,1,0,0,0,0,0,0
716,2015-05-25,2015,5,25,2,22,1,Monday,May,0,0,0,0,0,0,0
717,2015-05-26,2015,5,26,2,22,2,Tuesday,May,0,0,0,0,0,0,0
718,2015-05-27,2015,5,27,2,22,3,Wednesday,May,0,0,0,0,0,0,0
719,2015-05-28,2015,5,28,2,22,4,Thursday,May,0,0,0,0,0,0,0
720,2015-05-29,2015,5,29,2,22,5,Friday,May,0,0,0,0,0,0,0
721,2015-05-30,2015,5,30,2,22,6,Saturday,May,1,0,0,0,0,0,0
722,2015-05-31,2015,5,31,2,22,7,Sunday,May,1,0,1,0,0,0,0
723,2015-06-01,2015,6,1,2,23,1,Monday,June,0,1,0,0,0,0,0
724,2015-06-02,2015,6,2,2,23,2,Tuesday,June,0,0,0,0,0,0,0
725,2015-06-03,2015,6,3,2,23,3,Wednesday,June,0,0,0,0,0,0,0
726,2015-06-04,2015,6,4,2,23,4,Thursday,June,0,0,0,0,0,0,0
727,2015-06-05,2015,6,5,2,23,5,Friday,June,0,0,0,0,0,0,0
728,2015-06-06,2015,6,6,2,23,6,Saturday,June,1,0,0,0,0,0,0
729,2015-06-07,2015,6,7,2,23,7,Sunday,June,1,0,0,0,0,0,0
730,2015-06-08,2015,6,8,2,24,1,Monday,June,0,0,0,0,0,0,0
731,2015-06-09,2015,6,9,2,24,2,Tuesday,June,0,0,0,0,0,0,0
732,2015-06-10,2015,6,10,2,24,3,Wednesday,June,0,0,0,0,0,0,0
733,2015-06-11,2015,6,11,2,24,4,Thursday,June,0,0,0,0,0,0,0
734,2015-06-12,2015,6,12,2,24,5,Friday,June,0,0,0,0,0,0,0
735,2015-06-13,2015,6,13,2,24,6,Saturday,June,1,0,0,0,0,0,0
736,2015-06-14,2015,6,14,2,24,7,Sunday,June,1,0,0,0,0,0,0
737,2015-06-15,2015,6,15,2,25,1,Monday,June,0,0,0,0,0,0,0
738,2015-06-16,2015,6,16,2,25,2,Tuesday,June,0,0,0,0,0,0,0
739,2015-06-17,2015,6,17,2,25,3,Wednesday,June,0,0,0,0,0,0,0
740,2015-06-18,2015,6,18,2,25,4,Thursday,June,0,0,0,0,0,0,0
741,2015-06-19,2015,6,19,2,25,5,Friday,June,0,0,0,0,0,0,0
742,2015-06-20,2015,6,20,2,25,6,Saturday,June,1,0,0,0,0,0,0
743,2015-06-21,2015,6,21,2,25,7,Sunday,June,1,0,0,0,0,0,0
744,2015-06-22,2015,6,22,2,26,1,Monday,June,0,0,0,0,0,0,0
745,2015-06-23,2015,6,23,2,26,2,Tuesday,June,0,0,0,0,0,0,0
746,2015-06-24,2015,6,24,2,26,3,Wednesday,June,0,0,0,0,0,0,0
747,2015-06-25,2015,6,25,2,26,4,Thursday,June,0,0,0,0,0,0,0
748,2015-06-26,2015,6,26,2,26,5,Friday,June,0,0,0,0,0,0,0
749,2015-06-27,2015,6,27,2,26,6,Saturday,June,1,0,0,0,0,0,0
750,2015-06-28,2015,6,28,2,26,7,Sunday,June,1,0,0,0,0,0,0
751,2015-06-29,2015,6,29,2,27,1,Monday,June,0,0,0,0,0,0,0
752,2015-06-30,2015,6,30,2,27,2,Tuesday,June,0,0,1,0,1,0,0
753,2015-07-01,2015,7,1,3,27,3,Wednesday,July,0,1,0,1,0,0,0
754,2015-07-02,2015,7,2,3,27,4,Thursday,July,0,0,0,0,0,0,0
755,2015-07-03,2015,7,3,3,27,5,Friday,July,0,0,0,0,0,0,0
756,2015-07-04,2015,7,4,3,27,6,Saturday,July,1,0,0,0,0,0,0
757,2015-07-05,2015,7,5,3,27,7,Sunday,July,1,0,0,0,0,0,0
758,2015-07-06,2015,7,6,3,28,1,Monday,July,0,0,0,0,0,0,0
759,2015-07-07,2015,7,7,3,28,2,Tuesday,July,0,0,0,0,0,0,0
760,2015-07-08,2015,7,8,3,28,3,Wednesday,July,0,0,0,0,0,0,0
761,2015-07-09,2015,7,9,3,28,4,Thursday,July,0,0,0,0,0,0,0
762,2015-07-10,2015,7,10,3,28,5,Friday,July,0,0,0,0,0,0,0
763,2015-07-11,2015,7,11,3,28,6,Saturday,July,1,0,0,0,0,0,0
764,2015-07-12,2015,7,12,3,28,7,Sunday,July,1,0,0,0,0,0,0
765,2015-07-13,2015,7,13,3,29,1,Monday,July,0,0,0,0,0,0,0
766,2015-07-14,2015,7,14,3,29,2,Tuesday,July,0,0,0,0,0,0,0
767,2015-07-15,2015,7,15,3,29,3,Wednesday,July,0,0,0,0,0,0,0
768,2015-07-16,2015,7,16,3,29,4,Thursday,July,0,0,0,0,0,0,0
769,2015-07-17,2015,7,17,3,29,5,Friday,July,0,0,0,0,0,0,0
770,2015-07-18,2015,7,18,3,29,6,Saturday,July,1,0,0,0,0,0,0
771,2015-07-19,2015,7,19,3,29,7,Sunday,July,1,0,0,0,0,0,0
772,2015-07-20,2015,7,20,3,30,1,Monday,July,0,0,0,0,0,0,0
773,2015-07-21,2015,7,21,3,30,2,Tuesday,July,0,0,0,0,0,0,0
774,2015-07-22,2015,7,22,3,30,3,Wednesday,July,0,0,0,0,0,0,0
775,2015-07-23,2015,7,23,3,30,4,Thursday,July,0,0,0,0,0,0,0
776,2015-07-24,2015,7,24,3,30,5,Friday,July,0,0,0,0,0,0,0
777,2015-07-25,2015,7,25,3,30,6,Saturday,July,1,0,0,0,0,0,0
778,2015-07-26,2015,7,26,3,30,7,Sunday,July,1,0,0,0,0,0,0
779,2015-07-27,2015,7,27,3,31,1,Monday,July,0,0,0,0,0,0,0
780,2015-07-28,2015,7,28,3,31,2,Tuesday,July,0,0,0,0,0,0,0
781,2015-07-29,2015,7,29,3,31,3,Wednesday,July,0,0,0,0,0,0,0
782,2015-07-30,2015,7,30,3,31,4,Thursday,July,0,0,0,0,0,0,0
783,2015-07-31,2015,7,31,3,31,5,Friday,July,0,0,1,0,0,0,0
